TESEX,edtime,classdeg,classoth,exc,hw,reg,read,comp_games,working,caretaking,faminc,faminc_cat,race,race_num,GEREG,GESTFIPS,weekday,weekday_num,TUYEAR,TUMONTH,TESCHLVL,TUFINLWGT
1,234.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,555.0,110.0,14.0,4.0,White,2,3,12,Weekday,2,2015,9,2,10249807.306768
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,0.0,11.0,3.0,White,2,4,35,Weekend,1,2015,9,2,20401124.437825
1,591.0,471.0,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Hispanic,1,4,8,Weekday,2,2015,9,1,20998391.626331
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,3.0,Black,3,3,37,Weekday,2,2015,9,2,21925385.060254
1,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,490.0,0.0,6.0,1.0,White,2,2,19,Weekend,1,2015,9,2,3447691.791139
2,405.0,390.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,7.0,1.0,Black,3,2,26,Weekday,2,2015,9,1,24893272.163448
1,457.0,382.0,0.0,0.0,75.0,0.0,195.0,0.0,0.0,0.0,13.0,3.0,White,2,4,8,Weekday,2,2015,9,1,16727477.47608
2,215.0,80.0,0.0,0.0,135.0,0.0,0.0,115.0,328.0,287.0,11.0,3.0,Black,3,2,17,Weekday,2,2015,9,2,11384872.993722
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,9.0,2.0,Black,3,4,8,Weekend,1,2015,9,1,16508099.35398
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.0,3.0,Hispanic,1,4,4,Weekend,1,2015,9,1,19835183.927557
2,548.0,135.0,23.0,0.0,390.0,0.0,0.0,40.0,0.0,15.0,15.0,4.0,White,2,2,19,Weekday,2,2015,9,2,15521241.741101
1,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,Hispanic,1,4,6,Weekday,2,2015,10,1,20019886.338601
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,340.0,7.0,1.0,Hispanic,1,3,12,Weekday,2,2015,10,2,5102549.971335
1,460.0,370.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Hispanic,1,4,6,Weekday,2,2015,10,1,13846916.042047
2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,664.0,11.0,12.0,3.0,Hispanic,1,3,12,Weekday,2,2015,10,2,5019269.522884
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,115.0,2.0,1.0,White,2,3,45,Weekend,1,2015,10,2,3560761.55092
2,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,3,12,Weekday,2,2015,10,1,40268376.282098
2,335.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,10.0,12.0,3.0,Black,3,3,48,Weekend,1,2015,10,1,7475633.81837
1,350.0,170.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,1,34,Weekday,2,2015,10,2,16702584.604805
2,219.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,55,Weekend,1,2015,10,2,7844891.446106
2,420.0,270.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,4,6,Weekday,2,2015,10,2,9652107.440655
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.0,1.0,Hispanic,1,4,6,Weekend,1,2015,10,2,4145934.777952
2,344.0,339.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,White,2,2,39,Weekday,2,2015,10,1,12640809.099796
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,13.0,3.0,White,2,2,19,Weekend,1,2015,10,2,4538340.076428
1,645.0,415.0,0.0,10.0,220.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,3,22,Weekday,2,2015,10,1,17873030.234516
1,0.0,0.0,0.0,0.0,0.0,0.0,90.0,250.0,461.0,0.0,14.0,4.0,Asian,5,4,6,Weekend,1,2015,10,2,8901500.507456
2,710.0,365.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,White,2,2,55,Weekday,2,2015,10,2,4798957.540127
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,15.0,4.0,White,2,2,18,Weekday,2,2015,10,1,18376521.66822
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,20.0,9.0,2.0,Hispanic,1,4,53,Weekend,1,2015,10,2,3606247.747811
2,555.0,410.0,0.0,0.0,145.0,0.0,0.0,60.0,0.0,0.0,16.0,5.0,White,2,3,24,Weekday,2,2015,10,1,23145282.930407
2,300.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Black,3,3,51,Weekday,2,2015,10,2,48640271.240753
1,505.0,205.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Asian,5,4,53,Weekday,2,2015,10,2,35817914.662349
1,335.0,155.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Hispanic,1,4,35,Weekday,2,2015,10,2,6748330.373566
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,6.0,1.0,Black,3,3,12,Weekend,1,2015,10,1,5614005.600562
2,515.0,425.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,White,2,3,47,Weekday,2,2015,10,1,22115033.748477
1,90.0,0.0,0.0,0.0,0.0,90.0,0.0,140.0,0.0,5.0,1.0,1.0,Hispanic,1,4,8,Weekend,1,2015,10,2,8225643.922795
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,13.0,3.0,White,2,3,21,Weekend,1,2015,10,1,5375274.308555
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,White,2,3,45,Weekend,1,2015,10,1,4197724.716974
1,675.0,0.0,0.0,585.0,90.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,Asian,5,4,53,Weekend,1,2015,10,1,6299766.118041
2,430.0,410.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,3,1,Weekday,2,2015,10,1,23015561.107482
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,8.0,2.0,White,2,2,39,Weekend,1,2015,10,2,3932390.112661
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,4,30,Weekend,1,2015,10,1,5475316.53414
2,320.0,150.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,331.0,14.0,4.0,White,2,1,25,Weekday,2,2015,10,2,7356106.841029
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,3.0,White,2,3,37,Weekend,1,2015,10,1,7273645.573874
1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,13.0,3.0,White,2,4,6,Weekend,1,2015,10,1,6481647.107227
1,440.0,425.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,5.0,Other,6,4,6,Weekday,2,2015,10,1,22301498.900856
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Hispanic,1,4,6,Weekend,1,2015,10,1,7551256.202489
2,545.0,370.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Asian,5,4,53,Weekday,2,2015,10,1,18621313.673396
1,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Hispanic,1,1,42,Weekend,1,2015,10,2,16209626.267694
2,515.0,380.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,3,22,Weekday,2,2015,10,1,22121725.991054
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,American Indian,4,4,4,Weekend,1,2015,10,1,11320329.688135
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,13.0,3.0,White,2,3,51,Weekend,1,2015,10,2,4230593.999026
1,645.0,255.0,0.0,0.0,390.0,0.0,0.0,30.0,0.0,0.0,13.0,3.0,White,2,3,21,Weekday,2,2015,10,2,35540554.397566
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,17,Weekend,1,2015,10,1,7989083.857992
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,Hispanic,1,4,4,Weekday,2,2015,10,2,4375267.033669
2,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,4,41,Weekend,1,2015,10,1,5882669.487952
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,Black,3,3,24,Weekend,1,2015,10,1,6602157.638942
1,460.0,400.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,3,51,Weekday,2,2015,10,1,22763652.046088
1,555.0,435.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,3,45,Weekday,2,2015,10,1,12857483.324494
2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,465.0,1.0,15.0,4.0,White,2,3,40,Weekday,2,2015,10,2,19791647.351824
2,240.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,White,2,2,20,Weekend,1,2015,10,1,6482289.42033
2,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,30.0,12.0,3.0,Other,6,4,6,Weekend,1,2015,11,2,17334282.900628
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,16.0,5.0,White,2,3,12,Weekend,1,2015,11,2,27094218.30362
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Hispanic,1,4,6,Weekday,2,2015,11,1,18812503.711844
2,205.0,0.0,0.0,0.0,205.0,0.0,0.0,5.0,215.0,0.0,14.0,4.0,White,2,4,8,Weekend,1,2015,11,1,7520510.541843
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,2,29,Weekend,1,2015,11,1,5926736.400917
1,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Black,3,3,24,Weekday,2,2015,11,2,17064386.36656
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,245.0,8.0,2.0,White,2,3,54,Weekend,1,2015,11,2,3001098.665099
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Black,3,1,42,Weekend,1,2015,11,2,4083134.388323
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,White,2,1,36,Weekend,1,2015,11,1,10247965.481797
1,445.0,440.0,5.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,11.0,3.0,Hispanic,1,2,18,Weekday,2,2015,11,1,12810005.006266
1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,328.0,2.0,12.0,3.0,Black,3,1,36,Weekend,1,2015,11,2,12212674.77332
1,235.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,13.0,3.0,White,2,2,26,Weekday,2,2015,11,2,14789557.558488
2,300.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,45.0,6.0,1.0,White,2,3,48,Weekend,1,2015,11,2,2255343.041004
1,495.0,375.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,20,Weekday,2,2015,11,2,26908443.791943
2,360.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,305.0,0.0,12.0,3.0,White,2,1,34,Weekday,2,2015,11,2,12825555.629171
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,145.0,11.0,3.0,Hispanic,1,4,4,Weekend,1,2015,11,2,4033735.288585
2,90.0,0.0,0.0,0.0,90.0,0.0,0.0,60.0,0.0,0.0,11.0,3.0,Hispanic,1,4,53,Weekend,1,2015,11,1,12693861.175685
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,White,2,4,56,Weekend,1,2015,11,1,4044774.646569
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,15.0,0.0,0.0,13.0,3.0,White,2,2,17,Weekend,1,2015,11,2,6210448.881566
1,180.0,0.0,0.0,0.0,180.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,Hispanic,1,3,48,Weekend,1,2015,11,1,11806814.259453
2,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Other,6,3,48,Weekday,2,2015,11,2,32147087.116808
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,4.0,Black,3,3,45,Weekend,1,2015,11,1,8665309.43868
2,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,Asian,5,1,42,Weekend,1,2015,11,2,10069122.396624
2,630.0,480.0,30.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,26,Weekday,2,2015,11,2,55847201.741168
1,435.0,415.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Black,3,3,12,Weekday,2,2015,11,1,23055617.080527
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,4.0,1.0,White,2,3,47,Weekend,1,2015,11,1,4281110.422075
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,3.0,1.0,White,2,3,48,Weekday,2,2015,11,2,48571340.925647
2,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Hispanic,1,4,6,Weekday,2,2015,11,1,25505911.615603
1,585.0,495.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Hispanic,1,3,12,Weekday,2,2015,11,1,9382811.554964
2,255.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,13.0,3.0,White,2,1,36,Weekday,2,2015,11,2,24326108.654569
1,655.0,385.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Asian,5,3,13,Weekday,2,2015,11,1,15093790.823395
1,360.0,0.0,0.0,0.0,120.0,240.0,0.0,180.0,0.0,0.0,16.0,5.0,Asian,5,3,37,Weekday,2,2015,11,1,61942753.39599
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,White,2,3,51,Weekend,1,2015,11,1,10490148.078697
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Hispanic,1,3,48,Weekend,1,2015,11,2,7990614.860157
1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,4.0,White,2,3,40,Weekday,2,2015,11,1,15226336.498551
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,5.0,13.0,3.0,White,2,3,5,Weekday,2,2015,11,2,12136714.371787
1,480.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,White,2,2,20,Weekend,1,2015,11,2,3307731.874538
2,425.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,White,2,1,36,Weekday,2,2015,11,1,21238792.63967
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Hispanic,1,3,48,Weekday,2,2015,11,1,13559584.749109
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,4,49,Weekend,1,2015,11,1,5610723.71023
1,645.0,532.0,38.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Hispanic,1,4,6,Weekday,2,2015,11,1,14723909.304144
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,7.0,1.0,Hispanic,1,4,6,Weekend,1,2015,11,1,7858705.55156
1,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,2.0,1.0,White,2,4,49,Weekday,2,2015,11,2,22987802.96169
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,295.0,0.0,12.0,3.0,White,2,2,39,Weekend,1,2015,11,2,7619384.006933
2,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,706.0,82.0,13.0,3.0,White,2,3,1,Weekday,2,2015,11,2,7537284.473814
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,14.0,4.0,White,2,4,8,Weekday,2,2015,11,2,21672602.022044
1,119.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,699.0,0.0,15.0,4.0,White,2,2,26,Weekend,1,2015,11,2,8394556.744263
1,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,White,2,4,8,Weekend,1,2015,11,1,7125005.403019
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,3,48,Weekend,1,2015,11,1,6857172.497141
2,375.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,4,41,Weekend,1,2015,11,2,8400721.341318
2,506.0,373.0,3.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Hispanic,1,1,36,Weekday,2,2015,11,1,26763264.971606
1,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,White,2,2,39,Weekend,1,2015,11,1,9215111.518789
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,14.0,4.0,White,2,4,6,Weekend,1,2015,11,1,4612978.809615
1,310.0,280.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,Hispanic,1,4,4,Weekday,2,2015,11,1,17552502.138119
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Hispanic,1,4,6,Weekend,1,2015,11,1,7171320.239061
1,578.0,388.0,0.0,0.0,190.0,0.0,20.0,20.0,0.0,0.0,16.0,5.0,White,2,4,8,Weekday,2,2015,11,1,18318203.673037
2,300.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,3,24,Weekend,1,2015,11,2,28864291.762885
2,240.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,120.0,2.0,1.0,White,2,4,6,Weekend,1,2015,11,2,2045078.005975
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Black,3,3,45,Weekday,2,2015,11,1,14975030.893457
2,10.0,0.0,0.0,0.0,10.0,0.0,5.0,40.0,241.0,0.0,15.0,4.0,White,2,4,49,Weekend,1,2015,11,1,6448222.864955
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,13.0,3.0,Hispanic,1,4,6,Weekend,1,2015,11,2,4241574.7235
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,14.0,4.0,White,2,3,13,Weekday,2,2015,11,1,16884739.637405
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,14.0,4.0,White,2,3,12,Weekday,2,2015,11,2,10305896.793771
1,105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,2,19,Weekend,1,2015,11,1,6511317.170111
2,385.0,355.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,30.0,12.0,3.0,White,2,2,29,Weekday,2,2015,11,1,31212855.627934
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,White,2,3,12,Weekend,1,2015,11,1,4076602.463823
1,384.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,1,23,Weekday,2,2015,11,1,13824160.218177
2,276.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,270.0,4.0,1.0,Black,3,3,37,Weekend,1,2015,11,2,4002219.744287
1,414.0,349.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,Black,3,1,36,Weekday,2,2015,11,1,15509918.883773
1,45.0,0.0,0.0,0.0,45.0,0.0,120.0,473.0,0.0,0.0,16.0,5.0,White,2,2,19,Weekend,1,2015,11,1,4894807.809354
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,White,2,2,18,Weekend,1,2015,11,2,4583338.710274
2,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,3,13,Weekend,1,2015,12,1,7885767.217796
1,510.0,330.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,3,12,Weekday,2,2015,12,2,16788823.755276
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,133.0,10.0,2.0,White,2,2,39,Weekday,2,2015,12,2,10493987.35401
2,224.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,4,8,Weekend,1,2015,12,1,7215026.936754
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,White,2,2,17,Weekend,1,2015,12,1,7999190.012012
2,160.0,0.0,160.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.0,3.0,White,2,3,24,Weekend,1,2015,12,1,5673970.024685
1,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,2,17,Weekend,1,2015,12,1,4271562.275624
1,436.0,436.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,25.0,9.0,2.0,Hispanic,1,3,48,Weekday,2,2015,12,1,15102242.953321
1,585.0,445.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,White,2,1,9,Weekday,2,2015,12,1,18979394.802881
2,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,16.0,5.0,White,2,1,25,Weekday,2,2015,12,2,55186716.812852
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,175.0,4.0,1.0,Hispanic,1,4,4,Weekend,1,2015,12,2,1791492.055251
1,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Black,3,3,12,Weekend,1,2015,12,1,10397063.73215
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,3.0,1.0,Hispanic,1,1,34,Weekend,1,2015,12,1,10535150.262415
2,360.0,270.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Asian,5,3,37,Weekday,2,2015,12,2,25509526.877513
2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,290.0,0.0,0.0,15.0,4.0,White,2,2,19,Weekday,2,2015,12,2,56469838.187087
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,3,28,Weekend,1,2015,12,2,8022354.595758
1,444.0,99.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Black,3,3,48,Weekday,2,2015,12,2,29414573.143224
2,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,4.0,1.0,Black,3,2,27,Weekday,2,2015,12,1,9270928.526506
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,3.0,Hispanic,1,3,48,Weekday,2,2015,12,1,29613682.330521
1,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,20.0,14.0,4.0,White,2,1,42,Weekday,2,2015,12,2,42140406.198313
1,340.0,280.0,0.0,0.0,60.0,0.0,0.0,120.0,30.0,0.0,7.0,1.0,Hispanic,1,4,6,Weekday,2,2015,12,1,25137950.31673
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,4.0,1.0,White,2,3,48,Weekday,2,2015,12,2,42814362.712768
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,2.0,Hispanic,1,1,34,Weekend,1,2015,12,2,10134753.170992
2,320.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,10.0,15.0,4.0,Hispanic,1,4,4,Weekend,1,2015,12,1,7807156.897533
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Asian,5,4,6,Weekend,1,2015,12,1,6486312.663666
2,560.0,470.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,2,55,Weekday,2,2015,12,1,10815208.067711
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,234.0,8.0,2.0,Hispanic,1,4,41,Weekend,1,2015,12,2,3453906.71332
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,4.0,8.0,2.0,Hispanic,1,3,13,Weekend,1,2015,12,1,11295564.15172
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Asian,5,4,6,Weekend,1,2015,12,2,12936834.043001
2,626.0,417.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,Hispanic,1,3,37,Weekday,2,2015,12,1,37983369.550616
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,Hispanic,1,4,6,Weekday,2,2015,12,2,16940908.775394
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,30.0,11.0,3.0,Black,3,3,13,Weekend,1,2015,12,1,8007043.79421
1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,300.0,0.0,13.0,3.0,Black,3,1,34,Weekday,2,2015,12,2,32519161.045423
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,16.0,5.0,Hispanic,1,3,47,Weekend,1,2015,12,2,8664983.910796
2,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,9.0,2.0,White,2,1,42,Weekday,2,2015,12,1,19456988.539503
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,19,Weekend,1,2015,12,2,7590095.489129
1,390.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,1,9,Weekday,2,2015,12,1,22052839.091986
2,669.0,559.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Black,3,3,47,Weekday,2,2015,12,2,14633782.016672
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,12.0,3.0,Hispanic,1,4,8,Weekend,1,2015,12,2,4192177.371222
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,3.0,White,2,3,47,Weekend,1,2015,12,2,10478281.982121
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,2.0,1.0,White,2,2,29,Weekday,2,2015,12,2,14321855.30405
